booking_id,customer_id,hotel_id,room_id,booking_date,check_in_date,check_out_date,lead_time,adults,children,meal_plan,market_segment,booking_status,adr,total_nights,special_requests,booking_channel,discount_percentage,booking_revenue,total_guests
3521,48,14,1213,2024-08-09,2024-09-07,2024-09-08,29,3,3,Half Board,Travel Agent,Confirmed,16333,1,0,Walk-in,9,16333,6
3522,4406,77,405,2025-03-05,2025-03-24,2025-03-29,19,1,3,Full Board,Offline,Checked Out,19178,5,0,Walk-in,23,95890,4
3523,4236,10,322,2025-02-05,2025-03-15,2025-03-26,38,5,2,Full Board,Offline,Checked Out,9625,11,2,App,34,105875,7
3524,1505,40,197,2024-08-08,2024-08-13,2024-08-28,5,2,3,Full Board,Online,Confirmed,3450,15,2,Walk-in,11,51750,5
3525,4580,46,1753,2025-06-19,2025-07-31,2025-08-11,42,5,2,Full Board,Online,Confirmed,23635,11,1,App,24,259985,7
3526,1767,75,1942,2024-09-05,2024-10-10,2024-10-15,35,5,2,Half Board,Online,Checked Out,18902,5,3,Walk-in,33,94510,7
3527,2945,28,1826,2026-04-21,2026-07-20,2026-08-04,90,1,1,Full Board,Corporate,Canceled,16459,15,1,Travel Agent,38,246885,2
3528,3132,51,371,2025-04-25,2025-07-12,2025-07-25,78,3,2,Full Board,Online,Confirmed,9521,13,5,Website,14,123773,5
3529,4119,63,60,2025-07-29,2025-08-09,2025-08-17,11,3,0,Full Board,Travel Agent,Checked Out,11243,8,3,Travel Agent,15,89944,3
3530,532,68,56,2024-10-15,2024-10-18,2024-10-26,3,4,2,Full Board,Travel Agent,Confirmed,19384,8,1,Website,19,155072,6
3531,2596,85,1487,2024-09-11,2024-12-05,2024-12-18,85,5,3,Breakfast,Offline,Canceled,10828,13,5,Website,5,140764,8
3532,2081,12,714,2024-09-08,2024-10-22,2024-10-28,44,4,3,Full Board,Offline,Checked Out,7848,6,2,Walk-in,13,47088,7
3533,1165,21,894,2026-04-27,2026-05-01,2026-05-16,4,4,2,Full Board,Offline,Checked Out,21795,15,5,App,32,326925,6
3534,2336,99,1221,2025-04-21,2025-05-06,2025-05-21,15,2,1,Full Board,Corporate,Canceled,11791,15,3,Website,33,176865,3
3535,1550,96,420,2025-07-14,2025-10-09,2025-10-10,87,4,4,Half Board,Online,Confirmed,13808,1,1,App,36,13808,8
3536,1778,43,1329,2024-09-17,2024-11-03,2024-11-14,47,4,2,Half Board,Online,Confirmed,23282,11,2,Travel Agent,7,256102,6
3537,2187,72,1928,2024-05-25,2024-07-02,2024-07-04,38,5,3,Full Board,Travel Agent,Canceled,4531,2,3,Website,16,9062,8
3538,2254,93,1363,2026-02-18,2026-04-13,2026-04-28,54,4,1,Full Board,Travel Agent,Confirmed,19501,15,0,Website,8,292515,5
3539,4826,56,923,2025-03-05,2025-06-01,2025-06-12,88,2,4,Half Board,Online,Confirmed,5681,11,5,Travel Agent,13,62491,6
3540,1508,62,413,2025-08-29,2025-10-30,2025-11-14,62,1,0,Half Board,Online,Checked Out,17371,15,2,Website,31,260565,1
3541,678,59,828,2026-02-11,2026-02-17,2026-02-26,6,4,2,Full Board,Online,Checked Out,14232,9,5,Travel Agent,4,128088,6
3542,3613,75,1833,2025-06-16,2025-06-20,2025-06-23,4,5,4,Half Board,Offline,Confirmed,18875,3,5,Travel Agent,5,56625,9
3543,698,100,90,2024-06-18,2024-09-05,2024-09-09,79,4,4,Full Board,Offline,Checked Out,19844,4,1,Travel Agent,29,79376,8
3544,1140,94,19,2026-04-07,2026-06-24,2026-07-01,78,4,4,Half Board,Travel Agent,Confirmed,6662,7,4,App,10,46634,8
3545,4506,11,1383,2024-05-23,2024-06-06,2024-06-11,14,5,2,Breakfast,Travel Agent,Checked Out,6701,5,4,Website,6,33505,7
3546,184,32,1278,2024-11-24,2025-01-27,2025-02-08,64,4,1,Full Board,Offline,Confirmed,12301,12,2,App,5,147612,5
3547,4448,5,38,2025-01-25,2025-03-07,2025-03-12,41,4,1,Full Board,Offline,Confirmed,10110,5,3,Walk-in,28,50550,5
3548,850,37,887,2025-10-30,2026-01-16,2026-01-25,78,5,2,Half Board,Corporate,Checked Out,22285,9,1,App,27,200565,7
3549,893,62,313,2025-10-05,2025-10-13,2025-10-18,8,3,2,Full Board,Online,Confirmed,8707,5,2,Travel Agent,6,43535,5
3550,1925,95,1469,2025-11-22,2025-12-11,2025-12-19,19,5,0,Half Board,Offline,Canceled,6081,8,1,Travel Agent,4,48648,5
3551,1898,42,422,2024-05-16,2024-07-12,2024-07-20,57,5,4,Full Board,Online,Checked Out,5699,8,3,Walk-in,36,45592,9
3552,4901,50,310,2024-12-13,2025-01-20,2025-01-31,38,5,1,Half Board,Online,Canceled,15803,11,4,Website,28,173833,6
3553,2908,51,164,2025-02-17,2025-03-20,2025-04-04,31,1,4,Full Board,Travel Agent,Checked Out,16833,15,2,Website,30,252495,5
3554,4808,88,149,2026-04-07,2026-07-05,2026-07-10,89,1,2,Half Board,Offline,Checked Out,23045,5,0,Website,22,115225,3
3555,1571,52,1761,2025-08-12,2025-10-25,2025-11-04,74,3,1,Half Board,Online,Checked Out,17395,10,3,Website,7,173950,4
3556,1295,97,1914,2024-08-07,2024-10-27,2024-11-09,81,5,2,Breakfast,Corporate,Confirmed,23325,13,4,Travel Agent,24,303225,7
3557,876,94,1413,2025-02-25,2025-03-08,2025-03-09,11,4,2,Breakfast,Corporate,Checked Out,22916,1,5,App,36,22916,6
3558,423,45,14,2025-07-24,2025-10-19,2025-10-31,87,3,2,Breakfast,Online,Checked Out,20231,12,2,Website,8,242772,5
3559,3168,19,872,2026-02-15,2026-02-22,2026-02-26,7,3,1,Breakfast,Travel Agent,Canceled,24018,4,3,Walk-in,15,96072,4
3560,1461,1,916,2024-07-12,2024-09-06,2024-09-16,56,3,2,Breakfast,Corporate,Canceled,11221,10,1,App,19,112210,5
3561,1088,100,1742,2025-08-04,2025-11-01,2025-11-11,89,3,0,Half Board,Travel Agent,Checked Out,10988,10,4,Website,29,109880,3
3562,3550,1,59,2025-06-03,2025-06-22,2025-07-01,19,4,1,Full Board,Corporate,Confirmed,13928,9,5,Website,35,125352,5
3563,2720,11,19,2024-12-09,2024-12-10,2024-12-25,1,3,0,Full Board,Online,Checked Out,24995,15,1,Website,18,374925,3
3564,925,12,1289,2026-02-17,2026-03-30,2026-03-31,41,3,4,Full Board,Offline,Confirmed,13205,1,4,App,20,13205,7
3565,3669,2,344,2025-08-27,2025-10-31,2025-11-06,65,5,4,Full Board,Online,Canceled,18276,6,5,Website,38,109656,9
3566,231,45,1903,2024-10-02,2024-12-23,2024-12-29,82,2,4,Half Board,Travel Agent,Confirmed,16794,6,2,Walk-in,33,100764,6
3567,3415,49,837,2025-03-12,2025-03-22,2025-04-03,10,1,4,Full Board,Online,Confirmed,10940,12,4,Travel Agent,9,131280,5
3568,4945,48,1836,2025-09-13,2025-10-19,2025-11-03,36,3,1,Breakfast,Offline,Confirmed,15094,15,0,Walk-in,23,226410,4
3569,874,86,569,2025-10-29,2025-12-20,2025-12-31,52,3,0,Half Board,Corporate,Checked Out,9287,11,3,Walk-in,31,102157,3
3570,1324,49,1273,2024-10-08,2024-12-06,2024-12-12,59,1,2,Breakfast,Offline,Checked Out,17321,6,4,App,29,103926,3
3571,4860,62,832,2025-05-04,2025-05-18,2025-05-19,14,4,2,Full Board,Corporate,Checked Out,15605,1,4,App,6,15605,6
3572,860,22,394,2025-11-06,2025-11-17,2025-11-18,11,3,4,Full Board,Offline,Confirmed,20447,1,1,Travel Agent,18,20447,7
3573,957,70,1936,2025-06-08,2025-08-29,2025-09-04,82,4,2,Full Board,Online,Canceled,5987,6,5,Travel Agent,0,35922,6
3574,390,61,1232,2024-06-28,2024-09-07,2024-09-19,71,3,3,Half Board,Online,Confirmed,24768,12,0,App,1,297216,6
3575,3138,19,2000,2025-09-10,2025-10-11,2025-10-24,31,2,0,Breakfast,Corporate,Confirmed,14372,13,3,Walk-in,30,186836,2
3576,4854,48,1092,2025-03-31,2025-04-18,2025-04-29,18,4,3,Breakfast,Online,Checked Out,3802,11,5,App,5,41822,7
3577,412,96,695,2025-04-06,2025-05-07,2025-05-19,31,4,0,Half Board,Online,Checked Out,10295,12,2,App,12,123540,4
3578,3015,11,427,2025-04-02,2025-06-03,2025-06-18,62,2,4,Half Board,Offline,Checked Out,7602,15,4,Travel Agent,22,114030,6
3579,1253,90,394,2025-02-14,2025-03-23,2025-03-30,37,5,2,Half Board,Offline,Confirmed,20909,7,1,Walk-in,28,146363,7
3580,307,41,394,2024-07-10,2024-08-07,2024-08-11,28,2,4,Full Board,Online,Checked Out,11902,4,1,Travel Agent,21,47608,6
3581,3292,43,44,2024-08-14,2024-10-31,2024-11-03,78,5,1,Half Board,Offline,Confirmed,17248,3,0,Website,26,51744,6
3582,577,61,1002,2024-06-18,2024-07-14,2024-07-23,26,2,1,Breakfast,Online,Confirmed,20822,9,5,App,11,187398,3
3583,703,11,136,2024-07-07,2024-09-11,2024-09-26,66,1,1,Full Board,Travel Agent,Canceled,10217,15,3,App,38,153255,2
3584,3470,84,1176,2025-02-08,2025-03-28,2025-04-04,48,3,3,Full Board,Online,Confirmed,12462,7,5,Website,29,87234,6
3585,3449,14,14,2025-11-14,2025-12-03,2025-12-18,19,2,4,Breakfast,Corporate,Checked Out,3623,15,3,Website,25,54345,6
3586,883,50,1535,2026-05-06,2026-07-26,2026-08-10,81,3,4,Breakfast,Online,Confirmed,24506,15,1,Website,25,367590,7
3587,2615,94,1039,2024-09-19,2024-11-24,2024-11-26,66,4,4,Breakfast,Online,Checked Out,8670,2,0,App,21,17340,8
3588,3496,82,202,2025-08-27,2025-09-19,2025-09-27,23,2,1,Half Board,Online,Checked Out,4346,8,3,Website,18,34768,3
3589,4510,56,558,2024-12-05,2024-12-28,2025-01-02,23,1,2,Half Board,Offline,Confirmed,13240,5,0,App,34,66200,3
3590,3819,26,471,2024-05-25,2024-07-03,2024-07-06,39,2,0,Half Board,Travel Agent,Confirmed,21352,3,3,Walk-in,13,64056,2
3591,3815,36,1638,2024-10-02,2024-11-11,2024-11-19,40,4,2,Breakfast,Offline,Confirmed,11893,8,0,Walk-in,22,95144,6
3592,1050,15,322,2026-01-21,2026-04-14,2026-04-19,83,3,1,Full Board,Offline,Canceled,5653,5,5,Walk-in,25,28265,4
3593,3378,2,1845,2026-02-09,2026-02-18,2026-02-19,9,1,2,Breakfast,Offline,Confirmed,24569,1,3,Travel Agent,27,24569,3
3594,1117,29,719,2025-10-20,2026-01-04,2026-01-16,76,4,4,Breakfast,Online,Confirmed,6666,12,5,App,12,79992,8
3595,3041,91,1558,2025-04-09,2025-04-22,2025-04-29,13,5,0,Half Board,Offline,Confirmed,17831,7,3,Website,36,124817,5
3596,4711,43,176,2025-08-08,2025-10-15,2025-10-22,68,3,1,Full Board,Online,Canceled,17732,7,2,Walk-in,20,124124,4
3597,2874,39,1865,2025-04-11,2025-06-14,2025-06-28,64,3,4,Breakfast,Travel Agent,Confirmed,17515,14,5,Travel Agent,5,245210,7
3598,2906,53,838,2025-01-13,2025-03-17,2025-03-20,63,2,4,Half Board,Offline,Canceled,5616,3,4,Walk-in,17,16848,6
3599,478,38,111,2025-04-11,2025-07-04,2025-07-14,84,4,2,Full Board,Travel Agent,Confirmed,9529,10,0,App,30,95290,6
3600,1697,86,1533,2024-10-09,2024-10-10,2024-10-15,1,5,3,Full Board,Corporate,Confirmed,23074,5,0,Travel Agent,30,115370,8
3601,2298,5,252,2026-04-05,2026-06-28,2026-07-03,84,2,3,Breakfast,Travel Agent,Confirmed,12509,5,3,Walk-in,36,62545,5
3602,234,8,1466,2025-10-23,2026-01-11,2026-01-13,80,1,0,Breakfast,Offline,Checked Out,6283,2,3,Website,9,12566,1
3603,1434,5,293,2024-09-07,2024-10-22,2024-11-03,45,5,1,Half Board,Travel Agent,Confirmed,16368,12,5,Website,19,196416,6
3604,4768,82,710,2025-10-29,2025-11-27,2025-12-09,29,1,0,Half Board,Corporate,Confirmed,19547,12,1,Website,24,234564,1
3605,973,20,96,2025-07-04,2025-08-14,2025-08-23,41,3,0,Breakfast,Offline,Confirmed,18207,9,5,App,8,163863,3
3606,1242,3,1228,2026-02-04,2026-04-07,2026-04-09,62,1,2,Half Board,Travel Agent,Checked Out,10439,2,0,App,39,20878,3
3607,612,10,1904,2025-06-16,2025-08-07,2025-08-21,52,3,3,Full Board,Travel Agent,Confirmed,10955,14,5,Travel Agent,4,153370,6
3608,4089,72,267,2025-09-04,2025-10-28,2025-10-31,54,1,2,Half Board,Travel Agent,Canceled,16687,3,5,Walk-in,28,50061,3
3609,3324,16,1937,2025-05-10,2025-06-21,2025-06-22,42,3,4,Half Board,Online,Checked Out,8530,1,5,Travel Agent,4,8530,7
3610,561,64,823,2026-01-26,2026-02-26,2026-03-03,31,1,1,Half Board,Travel Agent,Canceled,17708,5,2,Walk-in,37,88540,2
3611,3922,28,905,2025-09-24,2025-11-09,2025-11-24,46,5,3,Full Board,Offline,Canceled,22638,15,2,Website,7,339570,8
3612,3197,25,1164,2024-09-12,2024-11-13,2024-11-23,62,1,0,Half Board,Offline,Checked Out,23349,10,1,App,17,233490,1
3613,3049,65,791,2024-08-10,2024-08-13,2024-08-24,3,2,3,Breakfast,Online,Checked Out,8980,11,3,App,29,98780,5
3614,934,2,1388,2025-03-27,2025-04-27,2025-05-12,31,5,3,Breakfast,Travel Agent,Canceled,7187,15,2,App,18,107805,8
3615,2611,55,613,2024-09-16,2024-10-26,2024-11-08,40,5,0,Half Board,Corporate,Confirmed,11015,13,3,App,28,143195,5
3616,2754,60,1223,2024-07-12,2024-09-24,2024-09-28,74,4,2,Breakfast,Travel Agent,Confirmed,4471,4,1,Walk-in,24,17884,6
3617,3295,36,556,2026-01-21,2026-02-11,2026-02-14,21,2,4,Half Board,Offline,Confirmed,12333,3,1,Website,40,36999,6
3618,2259,1,13,2025-05-18,2025-06-12,2025-06-27,25,3,0,Breakfast,Corporate,Checked Out,3254,15,3,App,21,48810,3
3619,2940,26,892,2024-07-23,2024-07-26,2024-07-31,3,3,0,Breakfast,Corporate,Confirmed,22911,5,3,Website,13,114555,3
3620,50,26,860,2025-07-29,2025-10-24,2025-11-04,87,1,1,Half Board,Offline,Canceled,8522,11,1,App,32,93742,2
3621,2413,70,170,2025-12-05,2026-01-10,2026-01-25,36,2,0,Breakfast,Corporate,Canceled,9096,15,0,App,23,136440,2
3622,1325,66,1181,2024-09-19,2024-10-08,2024-10-15,19,5,0,Breakfast,Corporate,Confirmed,7125,7,0,Website,38,49875,5
3623,4000,51,688,2024-06-26,2024-07-09,2024-07-21,13,4,4,Half Board,Online,Confirmed,22671,12,2,Website,12,272052,8
3624,679,99,168,2025-05-23,2025-06-05,2025-06-15,13,1,3,Full Board,Online,Checked Out,19173,10,3,App,9,191730,4
3625,2734,38,1712,2024-10-28,2024-11-27,2024-12-06,30,4,3,Full Board,Corporate,Canceled,13893,9,3,Travel Agent,20,125037,7
3626,3181,26,574,2026-02-04,2026-02-09,2026-02-21,5,3,3,Breakfast,Corporate,Canceled,23866,12,2,App,31,286392,6
3627,3328,54,575,2026-03-12,2026-04-15,2026-04-16,34,3,2,Breakfast,Online,Canceled,18681,1,0,App,2,18681,5
3628,2557,97,141,2026-04-21,2026-06-26,2026-07-09,66,2,1,Breakfast,Online,Checked Out,23799,13,1,Travel Agent,27,309387,3
3629,2478,18,1198,2025-07-12,2025-09-08,2025-09-12,58,1,4,Half Board,Travel Agent,Confirmed,20517,4,1,App,15,82068,5
3630,1109,39,1521,2025-06-22,2025-09-05,2025-09-07,75,3,0,Full Board,Corporate,Checked Out,19498,2,0,Travel Agent,23,38996,3
3631,1356,80,1743,2024-10-04,2024-11-04,2024-11-09,31,2,3,Half Board,Travel Agent,Checked Out,4368,5,1,Website,27,21840,5
3632,2840,4,629,2025-07-20,2025-09-16,2025-09-25,58,2,3,Half Board,Corporate,Confirmed,23882,9,0,Travel Agent,23,214938,5
3633,4757,59,1875,2025-07-26,2025-08-29,2025-09-01,34,2,4,Breakfast,Online,Checked Out,10348,3,5,Travel Agent,1,31044,6
3634,4191,33,725,2026-04-13,2026-05-27,2026-06-08,44,2,0,Breakfast,Corporate,Checked Out,8636,12,3,Website,29,103632,2
3635,2150,71,1436,2025-05-16,2025-08-01,2025-08-03,77,1,1,Full Board,Offline,Checked Out,24705,2,4,Website,40,49410,2
3636,3232,6,621,2025-07-26,2025-07-27,2025-08-08,1,3,0,Half Board,Offline,Checked Out,19868,12,2,Website,37,238416,3
3637,554,36,1198,2024-06-23,2024-08-31,2024-09-02,69,4,4,Half Board,Corporate,Checked Out,20143,2,2,App,15,40286,8
3638,4817,61,1497,2024-08-25,2024-10-23,2024-10-25,59,3,1,Breakfast,Offline,Canceled,13407,2,1,Walk-in,4,26814,4
3639,4139,23,1305,2024-10-16,2024-11-01,2024-11-14,16,3,0,Half Board,Travel Agent,Checked Out,23525,13,5,Walk-in,1,305825,3
3640,2148,83,1028,2024-10-28,2024-11-16,2024-11-19,19,2,0,Full Board,Offline,Checked Out,22203,3,1,Website,19,66609,2
3641,4311,58,632,2025-01-28,2025-04-05,2025-04-13,67,2,4,Half Board,Offline,Checked Out,8565,8,2,Travel Agent,8,68520,6
3642,995,69,1311,2024-11-23,2024-12-09,2024-12-13,16,3,0,Full Board,Online,Checked Out,23646,4,3,Website,40,94584,3
3643,4621,72,1096,2025-01-20,2025-03-18,2025-03-27,57,4,2,Full Board,Corporate,Canceled,4655,9,0,Travel Agent,13,41895,6
3644,1295,43,256,2025-03-15,2025-04-07,2025-04-11,23,2,4,Half Board,Online,Canceled,12666,4,2,Walk-in,26,50664,6
3645,1673,83,1913,2025-06-22,2025-08-03,2025-08-05,42,5,2,Breakfast,Travel Agent,Confirmed,18086,2,5,Website,40,36172,7
3646,4676,38,1657,2026-03-23,2026-06-12,2026-06-19,81,2,2,Full Board,Corporate,Confirmed,6339,7,0,Walk-in,33,44373,4
3647,2,70,703,2025-07-02,2025-08-05,2025-08-13,34,3,0,Full Board,Offline,Canceled,23929,8,5,Walk-in,31,191432,3
3648,1730,7,38,2024-07-08,2024-09-13,2024-09-22,67,3,0,Half Board,Offline,Canceled,12469,9,1,Walk-in,12,112221,3
3649,2064,79,309,2024-12-12,2025-01-04,2025-01-09,23,5,2,Full Board,Travel Agent,Checked Out,13119,5,3,Travel Agent,40,65595,7
3650,3322,1,114,2024-12-01,2024-12-16,2024-12-19,15,2,2,Breakfast,Offline,Checked Out,21306,3,1,Walk-in,24,63918,4
3651,3294,92,1486,2025-08-05,2025-08-22,2025-09-05,17,4,3,Half Board,Online,Canceled,12013,14,3,Travel Agent,14,168182,7
3652,4060,85,307,2025-09-25,2025-09-26,2025-09-30,1,1,0,Half Board,Offline,Checked Out,5498,4,2,Walk-in,10,21992,1
3653,3136,9,1388,2024-11-14,2024-11-23,2024-11-30,9,4,3,Breakfast,Online,Confirmed,21757,7,5,Walk-in,3,152299,7
3654,4656,25,887,2026-04-07,2026-07-06,2026-07-15,90,4,3,Half Board,Travel Agent,Confirmed,9151,9,3,Website,32,82359,7
3655,4501,65,1732,2025-12-16,2026-03-05,2026-03-11,79,2,3,Breakfast,Online,Confirmed,13808,6,2,Walk-in,35,82848,5
3656,4093,64,1290,2025-12-09,2026-01-13,2026-01-19,35,5,3,Breakfast,Corporate,Confirmed,9826,6,3,Walk-in,0,58956,8
3657,2874,77,284,2024-05-20,2024-06-22,2024-06-30,33,5,0,Breakfast,Online,Confirmed,5730,8,5,Walk-in,32,45840,5
3658,2074,27,291,2024-10-12,2024-12-20,2024-12-28,69,1,4,Breakfast,Corporate,Canceled,3897,8,4,Website,3,31176,5
3659,4373,81,1693,2024-10-22,2025-01-05,2025-01-19,75,4,2,Half Board,Travel Agent,Confirmed,19439,14,1,Walk-in,23,272146,6
3660,350,96,1435,2025-10-16,2025-12-31,2026-01-09,76,4,0,Full Board,Travel Agent,Canceled,11223,9,5,App,18,101007,4
3661,4895,30,1674,2024-07-24,2024-09-20,2024-10-02,58,5,4,Half Board,Online,Confirmed,16977,12,0,Website,20,203724,9
3662,3261,36,322,2024-10-12,2024-11-05,2024-11-15,24,4,1,Half Board,Corporate,Checked Out,14155,10,3,Website,12,141550,5
3663,611,41,603,2026-05-03,2026-06-08,2026-06-16,36,1,0,Breakfast,Offline,Checked Out,15471,8,4,Website,5,123768,1
3664,997,69,1392,2024-11-09,2024-12-17,2024-12-21,38,2,2,Half Board,Offline,Checked Out,12951,4,4,Website,25,51804,4
3665,1252,21,612,2024-08-18,2024-10-17,2024-10-31,60,2,1,Full Board,Online,Canceled,18715,14,4,Walk-in,19,262010,3
3666,1837,13,41,2024-11-24,2025-02-13,2025-02-16,81,1,1,Full Board,Corporate,Confirmed,8431,3,1,App,14,25293,2
3667,3607,79,1655,2025-03-25,2025-05-25,2025-06-07,61,1,0,Breakfast,Online,Confirmed,3571,13,1,Walk-in,40,46423,1
3668,4638,91,437,2026-03-17,2026-04-08,2026-04-23,22,1,3,Half Board,Offline,Checked Out,18138,15,5,App,17,272070,4
3669,4212,12,1989,2025-08-14,2025-08-25,2025-09-03,11,3,3,Full Board,Corporate,Checked Out,3627,9,0,Walk-in,8,32643,6
3670,4492,20,1485,2024-10-10,2024-11-10,2024-11-16,31,5,0,Full Board,Offline,Confirmed,19604,6,1,Walk-in,13,117624,5
3671,653,58,813,2024-09-16,2024-11-23,2024-12-01,68,5,1,Breakfast,Corporate,Confirmed,4799,8,1,Travel Agent,34,38392,6
3672,4969,19,1214,2026-01-07,2026-02-09,2026-02-19,33,2,1,Half Board,Offline,Checked Out,5654,10,3,Walk-in,22,56540,3
3673,2864,45,34,2026-05-02,2026-07-28,2026-08-07,87,4,1,Full Board,Corporate,Confirmed,10510,10,5,Website,17,105100,5
3674,3376,27,479,2025-10-21,2026-01-10,2026-01-23,81,1,0,Breakfast,Offline,Confirmed,19076,13,2,Website,17,247988,1
3675,4734,67,571,2024-12-25,2025-01-28,2025-02-12,34,2,3,Half Board,Corporate,Canceled,24990,15,0,Website,7,374850,5
3676,4680,62,1094,2024-08-23,2024-09-09,2024-09-17,17,4,2,Half Board,Online,Canceled,10072,8,3,Walk-in,1,80576,6
3677,4288,1,1802,2024-10-17,2024-12-04,2024-12-17,48,5,3,Breakfast,Online,Confirmed,6776,13,5,Website,23,88088,8
3678,285,55,332,2026-01-29,2026-02-02,2026-02-13,4,4,1,Full Board,Travel Agent,Canceled,20733,11,0,App,30,228063,5
3679,1523,22,396,2025-05-20,2025-08-18,2025-08-27,90,3,1,Breakfast,Offline,Confirmed,7972,9,5,App,2,71748,4
3680,460,90,187,2025-12-12,2026-02-25,2026-03-08,75,2,3,Full Board,Offline,Confirmed,18093,11,1,App,17,199023,5
3681,3704,33,1934,2025-01-04,2025-01-21,2025-02-04,17,2,3,Full Board,Offline,Confirmed,9332,14,1,App,30,130648,5
3682,3485,19,1260,2024-11-04,2024-11-12,2024-11-13,8,3,1,Full Board,Travel Agent,Checked Out,15642,1,1,Walk-in,8,15642,4
3683,1551,38,1493,2026-01-30,2026-02-23,2026-03-03,24,4,1,Full Board,Online,Canceled,21713,8,2,App,10,173704,5
3684,4336,66,1753,2025-11-02,2025-12-29,2026-01-06,57,5,3,Breakfast,Corporate,Confirmed,14213,8,5,Travel Agent,21,113704,8
3685,1626,34,949,2025-01-29,2025-03-02,2025-03-13,32,5,3,Breakfast,Offline,Confirmed,21992,11,4,Walk-in,3,241912,8
3686,3521,47,887,2025-09-26,2025-10-31,2025-11-13,35,3,4,Full Board,Corporate,Checked Out,12484,13,5,App,24,162292,7
3687,509,70,1276,2026-04-13,2026-06-14,2026-06-24,62,3,2,Half Board,Online,Checked Out,7294,10,1,Website,1,72940,5
3688,4680,9,1295,2025-12-05,2026-02-04,2026-02-10,61,5,4,Breakfast,Travel Agent,Canceled,18702,6,5,Website,30,112212,9
3689,1836,100,861,2024-11-27,2024-12-05,2024-12-07,8,2,2,Breakfast,Online,Confirmed,23867,2,2,Travel Agent,22,47734,4
3690,4974,58,1060,2025-04-01,2025-06-28,2025-07-01,88,2,4,Breakfast,Travel Agent,Canceled,8183,3,1,Walk-in,38,24549,6
3691,4089,10,1557,2026-04-02,2026-05-07,2026-05-16,35,4,4,Breakfast,Online,Confirmed,8519,9,1,Walk-in,6,76671,8
3692,910,66,541,2025-03-25,2025-05-13,2025-05-20,49,5,4,Breakfast,Corporate,Confirmed,9486,7,1,Walk-in,23,66402,9
3693,4607,14,1778,2025-12-06,2026-02-06,2026-02-20,62,4,3,Half Board,Offline,Canceled,4654,14,1,App,30,65156,7
3694,4739,96,571,2024-06-19,2024-07-26,2024-08-10,37,3,2,Breakfast,Online,Checked Out,18561,15,2,App,40,278415,5
3695,1971,71,5,2024-12-16,2025-02-15,2025-02-22,61,1,2,Half Board,Offline,Canceled,6347,7,3,Walk-in,15,44429,3
3696,4567,93,1026,2025-03-21,2025-05-29,2025-06-12,69,2,2,Full Board,Travel Agent,Checked Out,8026,14,2,Walk-in,22,112364,4
3697,2540,14,1582,2025-03-27,2025-05-11,2025-05-17,45,3,4,Half Board,Online,Canceled,3589,6,4,Website,24,21534,7
3698,3836,85,1944,2025-05-27,2025-06-02,2025-06-15,6,5,1,Half Board,Corporate,Checked Out,16109,13,5,App,39,209417,6
3699,4548,18,15,2024-06-25,2024-07-12,2024-07-16,17,3,4,Breakfast,Corporate,Canceled,5848,4,4,Walk-in,2,23392,7
3700,2410,1,1268,2025-12-03,2026-02-06,2026-02-18,65,3,1,Half Board,Travel Agent,Canceled,21907,12,3,Travel Agent,36,262884,4
3701,3445,66,1775,2025-05-25,2025-07-27,2025-08-05,63,4,1,Half Board,Corporate,Checked Out,7932,9,1,Website,18,71388,5
3702,3623,15,553,2025-05-12,2025-05-17,2025-05-27,5,4,1,Half Board,Online,Confirmed,6832,10,4,App,37,68320,5
3703,4827,94,1140,2026-01-26,2026-03-14,2026-03-19,47,2,2,Breakfast,Offline,Canceled,23561,5,1,App,39,117805,4
3704,2657,7,895,2025-12-18,2026-02-12,2026-02-20,56,2,3,Full Board,Offline,Confirmed,18282,8,5,Walk-in,23,146256,5
3705,2104,15,1466,2025-02-21,2025-03-27,2025-04-06,34,5,2,Half Board,Travel Agent,Confirmed,4515,10,1,Website,12,45150,7
3706,3630,40,498,2025-02-21,2025-05-12,2025-05-19,80,3,0,Full Board,Corporate,Canceled,19174,7,3,Website,31,134218,3
3707,3580,39,662,2025-08-31,2025-11-23,2025-11-24,84,2,3,Breakfast,Corporate,Confirmed,5239,1,5,Website,4,5239,5
3708,1860,93,789,2025-06-20,2025-07-19,2025-07-23,29,5,2,Half Board,Corporate,Canceled,12600,4,4,Walk-in,16,50400,7
3709,2468,4,221,2025-06-03,2025-07-20,2025-07-21,47,4,3,Full Board,Travel Agent,Canceled,3156,1,2,App,2,3156,7
3710,4732,78,1502,2024-06-27,2024-06-28,2024-07-02,1,3,0,Breakfast,Corporate,Confirmed,13072,4,4,App,25,52288,3
3711,4562,81,513,2025-11-17,2025-12-25,2025-12-30,38,1,0,Full Board,Travel Agent,Canceled,4648,5,1,Walk-in,1,23240,1
3712,2729,89,1354,2025-02-20,2025-05-17,2025-05-21,86,3,3,Half Board,Travel Agent,Checked Out,3578,4,3,Walk-in,28,14312,6
