booking_id,customer_id,hotel_id,room_id,booking_date,check_in_date,check_out_date,lead_time,adults,children,meal_plan,market_segment,booking_status,adr,total_nights,special_requests,booking_channel,discount_percentage,booking_revenue
2221,1195,16,1508,2026-01-24,2026-02-26,2026-03-02,33,5,1,Half Board,Offline,Canceled,6386,4,4,Travel Agent,29,25544
2222,4079,41,1778,2025-03-05,2025-04-03,2025-04-08,29,2,0,Half Board,Corporate,Checked Out,24784,5,0,Travel Agent,16,123920
2223,3083,3,1718,2024-11-09,2025-01-08,2025-01-23,60,5,0,Half Board,Travel Agent,Checked Out,14089,15,5,Walk-in,17,211335
2224,3514,16,1357,2026-03-19,2026-04-02,2026-04-08,14,3,1,Full Board,Offline,Confirmed,17884,6,2,App,35,107304
2225,3586,68,1030,2025-05-20,2025-06-11,2025-06-12,22,4,1,Breakfast,Offline,Checked Out,23333,1,2,App,17,23333
2226,1826,83,320,2025-12-28,2026-01-20,2026-01-23,23,5,3,Full Board,Travel Agent,Checked Out,6908,3,4,Travel Agent,13,20724
2227,4598,82,1206,2025-05-19,2025-06-10,2025-06-16,22,4,0,Full Board,Offline,Checked Out,21613,6,2,Travel Agent,22,129678
2228,4152,78,502,2026-02-25,2026-05-06,2026-05-12,70,3,2,Breakfast,Offline,Checked Out,23307,6,4,Website,6,139842
2229,2314,47,151,2025-03-29,2025-06-14,2025-06-19,77,4,3,Full Board,Online,Checked Out,3458,5,0,Travel Agent,4,17290
2230,4117,75,537,2025-08-06,2025-09-20,2025-10-03,45,5,2,Breakfast,Corporate,Confirmed,12278,13,5,Travel Agent,8,159614
2231,114,57,1672,2025-05-12,2025-06-12,2025-06-19,31,4,4,Breakfast,Travel Agent,Confirmed,24977,7,3,Walk-in,1,174839
2232,4670,56,513,2025-05-31,2025-07-19,2025-07-28,49,4,2,Breakfast,Online,Canceled,13657,9,3,App,18,122913
2233,3121,92,806,2024-09-25,2024-12-03,2024-12-13,69,3,2,Half Board,Corporate,Confirmed,13859,10,4,Travel Agent,38,138590
2234,38,1,576,2024-11-18,2024-12-16,2024-12-17,28,4,3,Half Board,Online,Checked Out,17460,1,5,Walk-in,10,17460
2235,835,18,1657,2024-08-08,2024-08-26,2024-09-07,18,3,3,Breakfast,Offline,Confirmed,16452,12,2,App,0,197424
2236,4616,9,1270,2026-03-01,2026-04-21,2026-04-26,51,1,3,Full Board,Online,Canceled,3851,5,3,App,20,19255
2237,875,91,1342,2025-12-29,2026-02-05,2026-02-14,38,1,1,Full Board,Online,Confirmed,22960,9,2,Website,37,206640
2238,4376,14,822,2025-11-21,2025-12-03,2025-12-09,12,4,1,Full Board,Offline,Confirmed,13256,6,4,Travel Agent,0,79536
2239,1597,41,835,2026-04-12,2026-05-20,2026-05-30,38,2,1,Half Board,Travel Agent,Confirmed,19955,10,1,Travel Agent,4,199550
2240,4132,65,1652,2026-03-03,2026-05-17,2026-05-21,75,4,2,Breakfast,Corporate,Canceled,7902,4,3,Travel Agent,22,31608
2241,2179,32,897,2026-03-08,2026-06-01,2026-06-04,85,5,3,Full Board,Travel Agent,Checked Out,16296,3,2,App,21,48888
2242,3772,12,1566,2026-01-01,2026-02-09,2026-02-12,39,5,0,Half Board,Corporate,Checked Out,6280,3,4,Walk-in,36,18840
2243,3097,28,1885,2025-07-29,2025-10-09,2025-10-24,72,3,4,Half Board,Corporate,Checked Out,8604,15,0,Walk-in,13,129060
2244,2217,73,1246,2025-12-25,2026-02-23,2026-03-01,60,1,2,Full Board,Corporate,Checked Out,24065,6,0,Website,16,144390
2245,645,1,1132,2024-11-21,2024-12-06,2024-12-21,15,5,4,Half Board,Offline,Canceled,3339,15,4,Website,22,50085
2246,3684,13,411,2025-05-29,2025-08-17,2025-08-30,80,4,1,Full Board,Offline,Canceled,13074,13,5,Travel Agent,27,169962
2247,4171,10,1331,2025-08-23,2025-11-07,2025-11-13,76,5,1,Half Board,Online,Confirmed,23019,6,4,Walk-in,31,138114
2248,1519,97,1617,2024-10-08,2024-11-06,2024-11-18,29,3,2,Full Board,Travel Agent,Confirmed,6565,12,3,Walk-in,6,78780
2249,4051,54,1015,2024-12-07,2025-01-14,2025-01-24,38,3,0,Breakfast,Offline,Checked Out,23565,10,3,Travel Agent,16,235650
2250,3714,31,1559,2025-10-02,2025-10-15,2025-10-22,13,1,4,Full Board,Corporate,Confirmed,3977,7,2,Travel Agent,34,27839
2251,2970,50,1407,2025-08-10,2025-10-21,2025-10-24,72,4,0,Breakfast,Offline,Canceled,14089,3,0,App,35,42267
2252,3620,82,1560,2024-05-16,2024-08-10,2024-08-18,86,3,0,Half Board,Corporate,Canceled,7348,8,0,Travel Agent,2,58784
2253,669,83,834,2025-09-19,2025-10-22,2025-10-27,33,1,3,Full Board,Offline,Confirmed,21759,5,1,Travel Agent,23,108795
2254,4811,33,1821,2024-08-31,2024-11-22,2024-12-01,83,2,1,Full Board,Online,Canceled,19282,9,0,Website,2,173538
2255,2186,86,446,2024-07-07,2024-09-22,2024-10-05,77,4,2,Full Board,Travel Agent,Checked Out,24805,13,0,Travel Agent,21,322465
2256,2160,92,1399,2026-01-21,2026-02-26,2026-03-11,36,2,1,Breakfast,Offline,Canceled,14306,13,0,Travel Agent,37,185978
2257,3633,18,1198,2025-10-14,2025-11-16,2025-11-20,33,4,4,Full Board,Offline,Confirmed,12754,4,0,Walk-in,8,51016
2258,2956,74,1781,2026-05-06,2026-07-19,2026-07-31,74,4,0,Full Board,Travel Agent,Checked Out,21958,12,0,Walk-in,17,263496
2259,4586,66,284,2025-06-07,2025-08-16,2025-08-28,70,4,2,Full Board,Online,Checked Out,6694,12,4,Walk-in,5,80328
2260,2517,62,285,2024-05-15,2024-08-13,2024-08-16,90,3,3,Breakfast,Offline,Confirmed,15158,3,1,Walk-in,21,45474
2261,35,76,1348,2025-04-12,2025-06-20,2025-07-02,69,3,1,Breakfast,Corporate,Confirmed,12349,12,5,Travel Agent,26,148188
2262,4039,87,80,2025-11-28,2026-01-21,2026-02-02,54,3,2,Full Board,Travel Agent,Confirmed,12706,12,4,Travel Agent,7,152472
2263,3578,77,739,2024-12-26,2025-01-24,2025-02-06,29,4,0,Half Board,Online,Confirmed,4516,13,0,Website,9,58708
2264,3922,68,656,2025-05-01,2025-07-25,2025-08-05,85,2,3,Full Board,Offline,Checked Out,19661,11,2,Walk-in,1,216271
2265,1570,48,1850,2026-01-23,2026-03-18,2026-03-28,54,1,3,Breakfast,Travel Agent,Confirmed,14060,10,0,App,9,140600
2266,983,57,298,2025-11-30,2025-12-10,2025-12-25,10,2,3,Full Board,Online,Confirmed,11121,15,1,Website,1,166815
2267,4916,43,1246,2025-06-28,2025-07-04,2025-07-17,6,3,0,Full Board,Travel Agent,Canceled,6436,13,4,Walk-in,1,83668
2268,3382,57,60,2025-02-20,2025-03-20,2025-03-24,28,3,3,Half Board,Offline,Canceled,11328,4,5,Walk-in,7,45312
2269,1501,50,1238,2025-08-13,2025-09-19,2025-09-20,37,3,3,Breakfast,Online,Checked Out,8739,1,2,Walk-in,25,8739
2270,460,20,1078,2025-04-09,2025-04-20,2025-05-03,11,5,1,Breakfast,Corporate,Confirmed,21265,13,3,Travel Agent,8,276445
2271,1675,81,1886,2025-08-25,2025-09-08,2025-09-10,14,1,4,Full Board,Corporate,Confirmed,19757,2,5,Travel Agent,20,39514
2272,3923,22,1923,2025-08-08,2025-10-31,2025-11-04,84,1,2,Full Board,Travel Agent,Checked Out,4092,4,0,App,3,16368
2273,1025,98,1221,2026-02-05,2026-03-13,2026-03-28,36,2,2,Breakfast,Travel Agent,Checked Out,5321,15,4,App,11,79815
2274,2257,47,1354,2024-09-13,2024-09-22,2024-10-07,9,4,4,Full Board,Travel Agent,Confirmed,11375,15,0,Walk-in,26,170625
2275,51,36,1521,2026-05-05,2026-07-16,2026-07-30,72,1,0,Half Board,Online,Canceled,18987,14,5,Travel Agent,37,265818
2276,4997,18,1575,2024-08-11,2024-09-24,2024-09-30,44,1,4,Breakfast,Online,Checked Out,9526,6,1,Walk-in,25,57156
2277,4553,7,922,2024-11-05,2024-12-08,2024-12-19,33,5,4,Full Board,Online,Canceled,20132,11,0,Travel Agent,31,221452
2278,4601,31,1268,2025-11-02,2025-12-03,2025-12-04,31,2,1,Breakfast,Offline,Confirmed,21931,1,5,Website,8,21931
2279,1231,26,552,2025-01-24,2025-02-09,2025-02-23,16,5,2,Breakfast,Travel Agent,Checked Out,14480,14,5,Website,36,202720
2280,2713,58,186,2025-01-24,2025-02-24,2025-02-27,31,4,3,Full Board,Online,Checked Out,8338,3,2,Website,25,25014
2281,3727,90,1020,2026-01-16,2026-02-25,2026-02-27,40,2,1,Breakfast,Offline,Canceled,22468,2,0,Travel Agent,7,44936
2282,3719,5,1706,2025-06-07,2025-07-15,2025-07-25,38,2,3,Full Board,Corporate,Canceled,20133,10,2,Travel Agent,40,201330
2283,3555,87,440,2024-08-09,2024-10-01,2024-10-12,53,1,2,Breakfast,Offline,Checked Out,18275,11,0,App,39,201025
2284,1526,23,1498,2025-10-12,2025-12-29,2026-01-11,78,2,4,Half Board,Travel Agent,Checked Out,9871,13,4,Website,2,128323
2285,3506,57,236,2024-12-15,2024-12-22,2024-12-28,7,3,3,Full Board,Travel Agent,Confirmed,3989,6,3,Walk-in,27,23934
2286,505,9,73,2026-04-18,2026-06-24,2026-07-03,67,5,4,Full Board,Travel Agent,Confirmed,24769,9,2,App,39,222921
2287,88,47,1009,2025-07-25,2025-08-01,2025-08-06,7,2,1,Full Board,Travel Agent,Checked Out,14808,5,3,App,3,74040
2288,2922,96,1216,2025-07-26,2025-09-10,2025-09-17,46,4,1,Breakfast,Offline,Canceled,7981,7,0,Website,17,55867
2289,4397,67,514,2024-07-02,2024-08-11,2024-08-14,40,3,4,Breakfast,Online,Checked Out,24758,3,3,Website,18,74274
2290,327,80,223,2024-11-07,2025-01-23,2025-01-30,77,2,1,Breakfast,Travel Agent,Canceled,24642,7,1,Travel Agent,8,172494
2291,3742,45,112,2024-07-23,2024-10-08,2024-10-11,77,3,2,Breakfast,Offline,Checked Out,19557,3,4,App,19,58671
2292,506,18,1468,2024-09-06,2024-11-15,2024-11-21,70,3,3,Half Board,Corporate,Checked Out,19770,6,4,App,38,118620
2293,839,98,60,2025-09-15,2025-11-16,2025-11-19,62,5,4,Half Board,Travel Agent,Canceled,14344,3,0,Travel Agent,10,43032
2294,2644,88,757,2025-09-17,2025-11-26,2025-12-08,70,1,4,Full Board,Corporate,Checked Out,20971,12,2,App,38,251652
2295,2268,45,345,2024-06-10,2024-07-16,2024-07-22,36,2,4,Full Board,Corporate,Confirmed,9651,6,0,Walk-in,26,57906
2296,476,93,755,2026-01-01,2026-01-17,2026-01-19,16,3,4,Full Board,Travel Agent,Checked Out,5620,2,4,Walk-in,11,11240
2297,2261,14,504,2025-05-02,2025-05-24,2025-06-08,22,2,2,Breakfast,Travel Agent,Checked Out,11073,15,1,App,24,166095
2298,2861,53,662,2024-11-27,2025-01-07,2025-01-09,41,3,2,Full Board,Travel Agent,Confirmed,23160,2,1,Walk-in,25,46320
2299,4038,25,1180,2025-08-19,2025-10-07,2025-10-09,49,5,3,Half Board,Online,Canceled,23359,2,3,Walk-in,29,46718
2300,4869,34,1192,2024-07-06,2024-07-07,2024-07-15,1,1,1,Breakfast,Online,Confirmed,17716,8,1,Walk-in,32,141728
2301,1593,62,64,2025-02-20,2025-05-15,2025-05-22,84,2,0,Half Board,Travel Agent,Confirmed,15331,7,4,Website,9,107317
2302,899,61,445,2025-12-04,2026-01-29,2026-02-05,56,5,1,Breakfast,Offline,Canceled,18166,7,4,Travel Agent,6,127162
2303,1308,82,1998,2026-04-09,2026-05-07,2026-05-21,28,4,0,Full Board,Corporate,Confirmed,3787,14,1,App,9,53018
2304,758,70,1002,2024-12-01,2025-01-26,2025-02-05,56,2,3,Breakfast,Travel Agent,Canceled,4310,10,1,Travel Agent,19,43100
2305,3277,7,77,2025-10-12,2025-11-02,2025-11-03,21,2,0,Full Board,Online,Confirmed,20686,1,5,Walk-in,4,20686
2306,2221,83,934,2025-12-08,2026-01-29,2026-02-09,52,5,3,Full Board,Offline,Canceled,12322,11,4,App,8,135542
2307,3665,81,534,2026-03-27,2026-04-22,2026-05-03,26,5,2,Full Board,Travel Agent,Checked Out,5673,11,2,Website,23,62403
2308,1709,13,613,2025-10-20,2025-11-08,2025-11-21,19,4,2,Half Board,Online,Canceled,3428,13,0,Travel Agent,19,44564
2309,1957,95,809,2024-06-24,2024-08-26,2024-08-30,63,4,4,Half Board,Travel Agent,Confirmed,19857,4,4,App,18,79428
2310,4339,46,784,2024-06-01,2024-07-07,2024-07-17,36,3,3,Breakfast,Corporate,Canceled,23051,10,1,Travel Agent,20,230510
2311,2573,51,12,2024-05-24,2024-08-20,2024-09-01,88,3,4,Breakfast,Offline,Confirmed,15070,12,4,App,20,180840
2312,1004,30,1442,2025-05-08,2025-05-22,2025-05-29,14,1,3,Full Board,Offline,Confirmed,22149,7,5,App,38,155043
2313,2807,5,489,2025-02-16,2025-03-06,2025-03-21,18,3,0,Breakfast,Corporate,Checked Out,20198,15,0,Travel Agent,2,302970
2314,2920,12,654,2025-11-15,2026-01-05,2026-01-13,51,2,2,Full Board,Travel Agent,Confirmed,5837,8,0,Travel Agent,2,46696
2315,4154,9,398,2026-02-12,2026-02-14,2026-02-23,2,2,4,Full Board,Online,Confirmed,18375,9,0,Website,34,165375
2316,3774,78,1115,2025-12-12,2026-03-11,2026-03-14,89,3,0,Half Board,Offline,Canceled,24030,3,1,Walk-in,23,72090
2317,3150,46,1452,2024-08-29,2024-11-15,2024-11-25,78,5,4,Full Board,Offline,Checked Out,20149,10,0,Walk-in,33,201490
2318,2723,2,1872,2025-10-29,2025-11-22,2025-11-27,24,2,0,Half Board,Offline,Confirmed,13405,5,3,App,13,67025
2319,4421,42,931,2024-12-23,2025-02-06,2025-02-16,45,3,0,Breakfast,Offline,Checked Out,22244,10,2,App,31,222440
2320,4227,40,1070,2024-11-09,2025-01-02,2025-01-13,54,2,4,Breakfast,Corporate,Confirmed,22214,11,0,Walk-in,8,244354
2321,753,83,81,2026-03-10,2026-03-13,2026-03-24,3,1,2,Half Board,Offline,Confirmed,17647,11,4,Website,33,194117
2322,2852,90,1283,2025-04-19,2025-04-25,2025-05-06,6,4,3,Full Board,Corporate,Canceled,18488,11,4,App,11,203368
2323,1606,25,68,2024-10-03,2024-10-22,2024-11-05,19,4,2,Breakfast,Offline,Confirmed,21893,14,4,App,5,306502
2324,4703,98,1900,2024-05-24,2024-08-22,2024-08-23,90,5,4,Breakfast,Travel Agent,Checked Out,13177,1,2,Walk-in,2,13177
2325,1134,10,1849,2026-04-13,2026-06-05,2026-06-09,53,2,3,Half Board,Online,Checked Out,18106,4,2,App,35,72424
2326,4824,56,503,2025-07-09,2025-07-30,2025-08-02,21,5,1,Half Board,Travel Agent,Checked Out,11883,3,3,Website,26,35649
2327,3715,41,753,2026-03-20,2026-06-05,2026-06-15,77,3,0,Breakfast,Offline,Confirmed,5575,10,4,Website,23,55750
2328,1867,4,79,2026-02-15,2026-05-13,2026-05-15,87,1,0,Full Board,Corporate,Checked Out,5268,2,5,Website,6,10536
2329,1805,39,1550,2025-03-09,2025-04-11,2025-04-24,33,2,2,Full Board,Corporate,Confirmed,11378,13,2,Travel Agent,7,147914
2330,2527,50,772,2024-11-03,2024-11-28,2024-12-13,25,2,4,Breakfast,Travel Agent,Confirmed,14839,15,4,Travel Agent,21,222585
2331,992,73,149,2024-08-27,2024-10-22,2024-10-28,56,1,1,Full Board,Corporate,Checked Out,16726,6,5,Website,18,100356
2332,3923,18,1965,2024-12-17,2024-12-23,2024-12-25,6,3,0,Full Board,Travel Agent,Canceled,7717,2,0,App,32,15434
2333,1623,32,1134,2025-04-24,2025-07-05,2025-07-20,72,1,3,Half Board,Corporate,Canceled,17992,15,4,Walk-in,26,269880
2334,3609,61,1989,2024-12-01,2024-12-25,2025-01-02,24,4,3,Full Board,Offline,Confirmed,14694,8,0,Travel Agent,28,117552
2335,1216,49,648,2025-08-25,2025-09-21,2025-09-25,27,4,4,Breakfast,Travel Agent,Confirmed,17544,4,0,Website,18,70176
2336,3025,46,1685,2025-04-26,2025-06-06,2025-06-08,41,5,0,Half Board,Online,Canceled,15901,2,5,App,28,31802
2337,438,24,233,2024-07-25,2024-08-24,2024-08-28,30,3,1,Breakfast,Travel Agent,Confirmed,14111,4,0,App,14,56444
2338,1122,20,525,2025-05-02,2025-07-31,2025-08-14,90,2,4,Breakfast,Offline,Canceled,17502,14,2,App,39,245028
2339,989,23,298,2025-04-17,2025-07-14,2025-07-15,88,2,0,Breakfast,Corporate,Confirmed,17384,1,5,Website,0,17384
2340,1207,37,1748,2025-04-20,2025-06-20,2025-06-23,61,5,2,Half Board,Corporate,Canceled,10369,3,0,Walk-in,6,31107
2341,2306,81,1115,2025-09-27,2025-10-23,2025-11-03,26,5,3,Breakfast,Corporate,Canceled,17678,11,2,Website,2,194458
2342,2696,98,315,2024-05-09,2024-06-24,2024-07-02,46,5,2,Half Board,Offline,Confirmed,8890,8,4,App,12,71120
2343,720,45,423,2025-09-18,2025-10-14,2025-10-28,26,2,4,Breakfast,Offline,Confirmed,7599,14,1,Website,5,106386
2344,3073,22,811,2025-04-18,2025-06-22,2025-06-29,65,3,2,Half Board,Online,Checked Out,6535,7,4,Website,29,45745
2345,726,9,458,2024-10-30,2025-01-05,2025-01-13,67,5,2,Half Board,Online,Canceled,7158,8,0,App,10,57264
2346,1614,2,1401,2026-02-18,2026-04-22,2026-04-27,63,1,1,Full Board,Offline,Checked Out,23296,5,5,Walk-in,23,116480
2347,1848,11,712,2026-04-24,2026-05-23,2026-05-30,29,4,1,Half Board,Online,Confirmed,24323,7,4,Walk-in,28,170261
2348,3410,1,1576,2024-11-24,2025-01-20,2025-01-23,57,2,1,Breakfast,Travel Agent,Confirmed,24475,3,3,App,22,73425
2349,4856,78,57,2024-07-05,2024-09-17,2024-09-27,74,4,3,Full Board,Online,Confirmed,23558,10,1,Website,29,235580
2350,811,3,657,2024-10-23,2024-12-05,2024-12-06,43,2,2,Breakfast,Online,Canceled,20274,1,1,App,36,20274
2351,1292,14,1625,2025-12-16,2026-02-07,2026-02-13,53,1,4,Full Board,Travel Agent,Canceled,7324,6,5,Walk-in,30,43944
2352,2275,11,1064,2024-05-18,2024-05-29,2024-06-02,11,1,1,Full Board,Online,Checked Out,10483,4,5,Travel Agent,34,41932
2353,3100,24,666,2025-09-14,2025-11-05,2025-11-20,52,2,3,Full Board,Online,Confirmed,4665,15,5,Website,33,69975
2354,4307,49,1023,2025-09-24,2025-10-29,2025-11-07,35,4,3,Breakfast,Online,Confirmed,17835,9,4,Website,37,160515
2355,1325,2,1939,2025-05-19,2025-06-20,2025-06-24,32,4,3,Breakfast,Corporate,Canceled,24394,4,1,Website,24,97576
2356,1234,71,659,2025-03-16,2025-06-02,2025-06-08,78,5,0,Half Board,Online,Canceled,17086,6,4,App,1,102516
2357,92,31,1642,2026-04-19,2026-07-08,2026-07-10,80,4,3,Half Board,Corporate,Checked Out,3552,2,0,App,30,7104
2358,3732,77,1251,2025-05-30,2025-06-29,2025-07-03,30,4,4,Full Board,Offline,Confirmed,19042,4,5,Walk-in,33,76168
2359,3326,42,968,2026-02-26,2026-05-16,2026-05-28,79,3,4,Half Board,Travel Agent,Checked Out,9223,12,2,Travel Agent,14,110676
2360,3901,38,1797,2025-08-17,2025-11-09,2025-11-12,84,3,1,Breakfast,Travel Agent,Checked Out,14971,3,1,App,16,44913
2361,1205,76,442,2025-01-09,2025-01-23,2025-02-05,14,5,4,Full Board,Online,Confirmed,11301,13,4,Travel Agent,32,146913
2362,791,31,1003,2025-01-13,2025-03-08,2025-03-11,54,3,4,Half Board,Corporate,Checked Out,6696,3,4,Travel Agent,11,20088
2363,4971,60,1351,2025-05-07,2025-05-12,2025-05-19,5,2,1,Full Board,Corporate,Confirmed,19265,7,4,Website,32,134855
2364,2985,87,592,2026-01-19,2026-02-11,2026-02-18,23,5,0,Breakfast,Online,Checked Out,22317,7,0,App,33,156219
2365,781,73,277,2026-01-03,2026-01-05,2026-01-07,2,3,2,Half Board,Offline,Confirmed,8880,2,0,App,36,17760
2366,4758,44,1201,2025-03-25,2025-05-22,2025-05-26,58,5,1,Half Board,Corporate,Confirmed,21744,4,1,App,38,86976
2367,1910,20,1080,2024-06-04,2024-06-25,2024-07-08,21,2,4,Full Board,Online,Canceled,5368,13,5,Walk-in,2,69784
2368,750,42,789,2026-01-01,2026-01-09,2026-01-22,8,2,4,Breakfast,Corporate,Confirmed,13438,13,1,Website,14,174694
2369,4668,18,1504,2025-10-04,2025-12-21,2025-12-31,78,1,0,Breakfast,Offline,Checked Out,13042,10,0,App,19,130420
2370,4700,74,686,2024-06-05,2024-06-25,2024-06-28,20,1,4,Full Board,Offline,Canceled,20785,3,1,App,23,62355
2371,4706,37,1439,2024-06-11,2024-07-31,2024-08-06,50,5,2,Half Board,Corporate,Canceled,3496,6,2,Travel Agent,37,20976
2372,1754,25,817,2024-08-04,2024-10-19,2024-10-31,76,3,2,Half Board,Offline,Confirmed,3226,12,5,Walk-in,30,38712
2373,3838,76,983,2024-06-25,2024-08-04,2024-08-08,40,3,3,Half Board,Offline,Confirmed,12851,4,3,App,12,51404
2374,4897,49,113,2025-11-25,2025-12-15,2025-12-29,20,3,1,Breakfast,Online,Checked Out,22133,14,3,Website,5,309862
2375,75,35,1561,2025-05-30,2025-06-19,2025-06-21,20,2,3,Full Board,Travel Agent,Canceled,17904,2,0,Walk-in,12,35808
2376,1078,33,220,2026-04-27,2026-05-22,2026-06-04,25,4,2,Full Board,Online,Checked Out,18142,13,3,App,30,235846
2377,816,62,1408,2024-07-12,2024-09-03,2024-09-13,53,1,3,Half Board,Offline,Confirmed,20824,10,5,Travel Agent,16,208240
2378,596,86,943,2025-08-13,2025-09-11,2025-09-19,29,4,3,Full Board,Corporate,Confirmed,13340,8,2,Website,2,106720
2379,3546,44,1333,2025-09-08,2025-12-07,2025-12-16,90,5,4,Half Board,Travel Agent,Confirmed,5907,9,0,Travel Agent,30,53163
2380,3720,44,1712,2024-08-15,2024-09-18,2024-09-29,34,2,0,Half Board,Offline,Checked Out,19119,11,3,Travel Agent,2,210309
2381,4669,79,1221,2024-10-28,2024-12-23,2025-01-04,56,3,2,Breakfast,Corporate,Canceled,15442,12,0,App,9,185304
2382,3562,20,597,2024-05-29,2024-08-08,2024-08-18,71,4,2,Breakfast,Travel Agent,Canceled,7880,10,3,Website,10,78800
2383,3356,13,1420,2024-10-19,2024-12-30,2025-01-09,72,3,2,Half Board,Corporate,Canceled,13048,10,0,Website,31,130480
2384,3015,66,444,2025-08-24,2025-10-07,2025-10-13,44,5,4,Breakfast,Online,Canceled,22071,6,3,Website,37,132426
2385,2512,49,1844,2025-11-21,2026-01-07,2026-01-18,47,2,4,Half Board,Travel Agent,Canceled,16798,11,1,App,0,184778
2386,2260,83,1980,2026-03-16,2026-05-20,2026-05-26,65,3,1,Full Board,Travel Agent,Canceled,13534,6,2,App,30,81204
2387,4740,2,1420,2024-07-27,2024-09-05,2024-09-18,40,5,4,Half Board,Travel Agent,Checked Out,18869,13,4,App,32,245297
2388,4766,13,879,2025-04-24,2025-07-19,2025-07-31,86,5,3,Breakfast,Corporate,Canceled,11863,12,5,Travel Agent,9,142356
2389,4561,4,816,2026-03-17,2026-05-28,2026-06-07,72,2,1,Half Board,Online,Checked Out,12907,10,3,App,25,129070
2390,4587,71,109,2024-05-18,2024-06-21,2024-06-29,34,5,1,Full Board,Travel Agent,Canceled,19050,8,3,Travel Agent,6,152400
2391,498,81,1305,2025-11-24,2026-01-22,2026-01-30,59,1,1,Breakfast,Online,Checked Out,8701,8,1,Website,10,69608
2392,2281,41,65,2024-08-12,2024-08-19,2024-08-20,7,1,3,Breakfast,Corporate,Canceled,5981,1,2,Website,1,5981
2393,3833,17,1797,2024-07-28,2024-10-16,2024-10-17,80,2,2,Half Board,Offline,Canceled,10470,1,1,Walk-in,14,10470
2394,4806,54,1935,2026-03-31,2026-04-07,2026-04-13,7,1,2,Full Board,Online,Checked Out,16108,6,1,App,3,96648
2395,4656,78,354,2024-07-15,2024-07-19,2024-07-26,4,5,2,Half Board,Offline,Checked Out,18248,7,2,Walk-in,21,127736
2396,1188,51,3,2025-07-27,2025-09-14,2025-09-19,49,5,0,Half Board,Corporate,Checked Out,8645,5,3,Website,7,43225
2397,4690,1,1035,2025-03-12,2025-06-05,2025-06-18,85,1,2,Half Board,Corporate,Checked Out,6016,13,5,Website,22,78208
2398,2313,67,1858,2025-01-20,2025-02-01,2025-02-07,12,5,4,Breakfast,Corporate,Checked Out,20049,6,5,Website,11,120294
2399,1529,60,336,2025-08-11,2025-08-19,2025-09-01,8,3,4,Breakfast,Online,Canceled,24330,13,0,Travel Agent,32,316290
2400,3304,45,1834,2024-06-23,2024-09-04,2024-09-10,73,4,1,Breakfast,Offline,Confirmed,4217,6,4,Walk-in,5,25302
2401,4623,60,543,2025-03-10,2025-04-22,2025-04-28,43,2,4,Half Board,Travel Agent,Canceled,7534,6,3,Website,38,45204
2402,1542,91,776,2025-05-03,2025-05-09,2025-05-12,6,5,1,Full Board,Travel Agent,Checked Out,9352,3,5,Website,35,28056
2403,4079,82,1194,2025-03-18,2025-05-30,2025-06-07,73,3,3,Breakfast,Online,Canceled,3816,8,1,Website,31,30528
2404,277,70,791,2025-08-02,2025-10-01,2025-10-07,60,2,4,Breakfast,Travel Agent,Canceled,23994,6,5,Travel Agent,37,143964
2405,1542,16,223,2026-04-21,2026-07-12,2026-07-21,82,2,2,Full Board,Online,Checked Out,11255,9,5,Travel Agent,0,101295
2406,3269,54,1086,2025-12-27,2026-03-21,2026-03-26,84,5,4,Half Board,Travel Agent,Confirmed,11045,5,2,Website,6,55225
2407,2675,55,513,2026-02-14,2026-04-22,2026-04-28,67,2,1,Breakfast,Travel Agent,Canceled,10444,6,1,Website,39,62664
2408,3261,88,1532,2026-05-09,2026-07-04,2026-07-08,56,1,0,Full Board,Travel Agent,Canceled,13030,4,5,Travel Agent,1,52120
2409,1940,70,1651,2025-04-08,2025-06-05,2025-06-14,58,1,1,Half Board,Online,Canceled,16650,9,3,App,24,149850
2410,2206,66,486,2025-06-02,2025-08-12,2025-08-15,71,4,2,Breakfast,Travel Agent,Confirmed,24933,3,3,Website,40,74799
2411,1739,42,168,2025-08-09,2025-09-15,2025-09-16,37,5,2,Half Board,Offline,Confirmed,24555,1,0,Travel Agent,18,24555
2412,1088,36,1066,2024-06-26,2024-08-18,2024-08-31,53,2,2,Full Board,Offline,Checked Out,14911,13,0,Website,19,193843
